abc.netease.com	223.252.215.121
res.ma.netease.com	101.227.102.164, 121.46.248.88
res.kf.netease.com	101.227.102.164, 121.46.248.88
res.mc.netease.com	121.46.247.254, 61.164.210.205
res.long.netease.com	121.46.247.254, 61.164.210.205
res.lj.netease.com	101.227.102.164, 121.46.248.88
res.n.netease.com	180.101.151.6
res.nc.netease.com	121.46.247.254, 61.164.210.205
res.my.netease.com	121.46.247.254, 61.164.210.205
res.pk.netease.com	121.46.247.254, 61.164.210.205
res.pt.netease.com	121.46.247.254, 61.164.210.205
res.rz.netease.com	101.227.102.164, 121.46.248.88
res.qa.netease.com	115.236.126.253, 115.236.126.254
res.pay.netease.com	121.46.247.254, 61.164.210.205
res.ppp.netease.com	121.46.247.254, 61.164.210.205
res.sf.netease.com	61.135.218.101
res.star.netease.com	121.46.247.254, 61.164.210.205
res.sq.netease.com	121.46.247.254, 61.164.210.205
res.sm.netease.com	121.46.247.254, 61.164.210.205
res.sj.netease.com	101.227.102.164, 121.46.248.88
res.stone.netease.com	101.227.102.164, 121.46.248.88
res.tj.netease.com	180.153.126.30
res.tx.netease.com	121.46.247.254, 61.164.210.205
res.wh.netease.com	121.46.247.254, 61.164.210.205
res.wf.netease.com	121.46.247.254, 61.164.210.205
res.xc.netease.com	121.46.247.254, 61.164.210.205
res.yj.netease.com	121.46.247.254, 61.164.210.205
res.ux.netease.com	121.46.247.254, 61.164.210.205
res.zy.netease.com	121.46.247.254, 61.164.210.205
res.zzz.netease.com	121.46.247.254, 61.164.210.205
res.wj.netease.com	121.46.247.254, 61.164.210.205
res.x2.netease.com	121.46.247.254, 61.164.210.205
res.z.netease.com	121.46.247.254, 61.164.210.205
res.zm.netease.com	121.46.247.254, 61.164.210.205
res.zd.netease.com	101.227.102.164, 121.46.248.88
res.zq.netease.com	121.46.247.254, 61.164.210.205
s.ci.netease.com	115.236.126.253, 115.236.126.254
res.zg.netease.com	121.46.247.254, 61.164.210.205
s.cloud.netease.com	114.113.199.251
s.data.netease.com	59.111.163.13
res.zs.netease.com	101.227.102.164, 121.46.248.88
res.zh.netease.com	101.227.102.164, 121.46.248.88
s.da.netease.com	223.252.199.10
s.hz.netease.com	115.236.126.253, 115.236.126.254
s.qa.netease.com	115.236.126.253, 115.236.126.254
s.pay.netease.com	220.181.96.66
s.sf.netease.com	61.135.218.101
s1.cloud.netease.com	114.113.199.251
s1.ci.netease.com	115.236.126.253, 115.236.126.254
s1.da.netease.com	223.252.199.10
s1.data.netease.com	59.111.163.13
s1.hz.netease.com	115.236.126.253, 115.236.126.254
s1.pay.netease.com	220.181.96.66
s1.qa.netease.com	115.236.126.253, 115.236.126.254
s1.sf.netease.com	61.135.218.101
s2.ci.netease.com	115.236.126.253, 115.236.126.254
s2.cloud.netease.com	114.113.199.251
s2.da.netease.com	223.252.199.10
s2.data.netease.com	59.111.163.13
s2.hz.netease.com	115.236.126.253, 115.236.126.254
s2.pay.netease.com	220.181.96.66
s2.qa.netease.com	115.236.126.253, 115.236.126.254
s2.sf.netease.com	61.135.218.101
s3.da.netease.com	223.252.199.10
s3.ci.netease.com	115.236.126.253, 115.236.126.254
s3.cloud.netease.com	114.113.199.251
s3.data.netease.com	59.111.163.13
s3.hz.netease.com	115.236.126.253, 115.236.126.254
s3.sf.netease.com	61.135.218.101
s3.pay.netease.com	220.181.96.66
s3.qa.netease.com	115.236.126.253, 115.236.126.254
sandbox.cloud.netease.com	114.113.199.251
sandbox.ci.netease.com	115.236.126.253, 115.236.126.254
sandbox.data.netease.com	59.111.163.13
sandbox.da.netease.com	223.252.199.10
sandbox.hz.netease.com	115.236.126.253, 115.236.126.254
sandbox.pm.netease.com	59.111.0.58
sandbox.pay.netease.com	220.181.96.66
sandbox.qa.netease.com	115.236.126.253, 115.236.126.254
sandbox.sf.netease.com	61.135.218.101
scanner.ci.netease.com	115.236.126.253, 115.236.126.254
scanner.cloud.netease.com	114.113.199.251
scanner.da.netease.com	223.252.199.10
scanner.data.netease.com	59.111.163.13
scanner.qa.netease.com	115.236.126.253, 115.236.126.254
scanner.pay.netease.com	220.181.96.66
scanner.sf.netease.com	61.135.218.101
search.ci.netease.com	115.236.126.253, 115.236.126.254
search.cloud.netease.com	114.113.199.251
search.da.netease.com	223.252.199.10
search.data.netease.com	59.111.163.13
search.hz.netease.com	59.111.181.166
search.pay.netease.com	220.181.96.66
search.popo.netease.com	113.108.224.243
search.sf.netease.com	61.135.218.101
search.qa.netease.com	115.236.126.253, 115.236.126.254
service.ci.netease.com	115.236.126.253, 115.236.126.254
service.cloud.netease.com	114.113.199.251
service.data.netease.com	59.111.163.13
service.da.netease.com	223.252.199.10
service.hz.netease.com	115.236.126.253, 115.236.126.254
service.pay.netease.com	220.181.96.66
service.sf.netease.com	61.135.218.101
service.qa.netease.com	115.236.126.253, 115.236.126.254
share.cloud.netease.com	114.113.199.251
share.ci.netease.com	115.236.126.253, 115.236.126.254
share.data.netease.com	59.111.163.13
share.da.netease.com	223.252.199.10
share.qa.netease.com	115.236.126.253, 115.236.126.254
share.pay.netease.com	220.181.96.66
share.sf.netease.com	61.135.218.101
share.hz.netease.com	115.236.126.253, 115.236.126.254
sms.da.netease.com	223.252.199.10
sms.data.netease.com	59.111.163.13
sms.cloud.netease.com	114.113.199.251
sms.ci.netease.com	115.236.126.253, 115.236.126.254
sms.hz.netease.com	115.236.126.253, 115.236.126.254
sms.matrix.netease.com	106.2.49.227
sms.qa.netease.com	115.236.126.253, 115.236.126.254
sms.sf.netease.com	61.135.218.101
sms.pay.netease.com	220.181.96.66
so.ci.netease.com	115.236.126.253, 115.236.126.254
so.cloud.netease.com	114.113.199.251
so.da.netease.com	223.252.199.10
so.data.netease.com	59.111.163.13
so.hz.netease.com	115.236.126.253, 115.236.126.254
so.qa.netease.com	115.236.126.253, 115.236.126.254
so.sf.netease.com	61.135.218.101
so.pay.netease.com	220.181.96.66
sql.cloud.netease.com	114.113.199.251
sql.da.netease.com	223.252.199.10
sql.data.netease.com	59.111.163.13
sql.ci.netease.com	115.236.126.253, 115.236.126.254
sql.hz.netease.com	115.236.126.253, 115.236.126.254
sql.qa.netease.com	115.236.126.253, 115.236.126.254
sql.sf.netease.com	61.135.218.101
sql.pay.netease.com	220.181.96.66
ssh.cloud.netease.com	114.113.199.251
ssh.ci.netease.com	115.236.126.253, 115.236.126.254
ssh.da.netease.com	223.252.199.10
ssh.data.netease.com	59.111.163.13
ssh.hz.netease.com	115.236.126.253, 115.236.126.254
ssh.qa.netease.com	115.236.126.253, 115.236.126.254
ssh.sf.netease.com	61.135.218.101
ssh.pay.netease.com	220.181.96.66
sslvpn.da.netease.com	223.252.199.10
sslvpn.data.netease.com	59.111.163.13
sslvpn.ci.netease.com	115.236.126.253, 115.236.126.254
sslvpn.cloud.netease.com	114.113.199.251
sslvpn.hz.netease.com	115.236.126.253, 115.236.126.254
sslvpn.pay.netease.com	220.181.96.66
sslvpn.qa.netease.com	115.236.126.253, 115.236.126.254
sslvpn.sf.netease.com	61.135.218.101
sso.ci.netease.com	115.236.126.253, 115.236.126.254
sso.cloud.netease.com	114.113.199.251
sso.data.netease.com	59.111.163.13
sso.da.netease.com	223.252.199.10
sso.hz.netease.com	123.58.180.184
sso.pay.netease.com	220.181.96.66
sso.qa.netease.com	115.236.126.253, 115.236.126.254
sso.sf.netease.com	61.135.218.101
staff.ci.netease.com	115.236.126.253, 115.236.126.254
staff.data.netease.com	59.111.163.13
staff.cloud.netease.com	114.113.199.251
staff.da.netease.com	223.252.199.10
staff.hz.netease.com	115.236.126.253, 115.236.126.254
staff.qa.netease.com	115.236.126.253, 115.236.126.254
staff.pay.netease.com	220.181.96.66
staff.sf.netease.com	61.135.218.101
stat.ci.netease.com	115.236.126.253, 115.236.126.254
stat.data.netease.com	59.111.163.13
stat.cloud.netease.com	114.113.199.251
stat.da.netease.com	223.252.199.10
stat.hz.netease.com	115.236.126.253, 115.236.126.254
stat.qa.netease.com	115.236.126.253, 115.236.126.254
stat.pay.netease.com	220.181.96.66
stat.sf.netease.com	61.135.218.101
static.ci.netease.com	115.236.126.253, 115.236.126.254
static.cloud.netease.com	114.113.199.251
static.da.netease.com	223.252.199.10
static.data.netease.com	59.111.163.13
static.hz.netease.com	115.236.126.253, 115.236.126.254
static.matrix.netease.com	106.2.49.227
static.pay.netease.com	220.181.96.66
static.qa.netease.com	115.236.126.253, 115.236.126.254
static.sf.netease.com	61.135.218.101
stats.ci.netease.com	115.236.126.253, 115.236.126.254
stats.cloud.netease.com	114.113.199.251
stats.da.netease.com	223.252.199.10
stats.data.netease.com	59.111.163.13
stats.hz.netease.com	115.236.126.253, 115.236.126.254
stats.pay.netease.com	220.181.96.66
stats.qa.netease.com	115.236.126.253, 115.236.126.254
stats.sf.netease.com	61.135.218.101
status.ci.netease.com	115.236.126.253, 115.236.126.254
status.data.netease.com	59.111.163.13
status.da.netease.com	223.252.199.10
status.cloud.netease.com	114.113.199.251
status.hz.netease.com	115.236.126.253, 115.236.126.254
status.pay.netease.com	220.181.96.66
status.qa.netease.com	115.236.126.253, 115.236.126.254
status.sf.netease.com	61.135.218.101
stmp.da.netease.com	223.252.199.10
stmp.data.netease.com	59.111.163.13
stmp.cloud.netease.com	114.113.199.251
stmp.ci.netease.com	115.236.126.253, 115.236.126.254
stmp.hz.netease.com	115.236.126.253, 115.236.126.254
stmp.pay.netease.com	220.181.96.66
stmp.sf.netease.com	61.135.218.101
stmp.qa.netease.com	115.236.126.253, 115.236.126.254
survey.da.netease.com	223.252.199.10
survey.ci.netease.com	115.236.126.253, 115.236.126.254
survey.cloud.netease.com	114.113.199.251
survey.data.netease.com	59.111.163.13
survey.hz.netease.com	115.236.126.253, 115.236.126.254
survey.pay.netease.com	220.181.96.66
survey.sf.netease.com	61.135.218.101
survey.qa.netease.com	115.236.126.253, 115.236.126.254
svn.cloud.netease.com	114.113.199.251
svn.data.netease.com	59.111.163.13
svn.da.netease.com	223.252.199.10
svn.ci.netease.com	115.236.126.253, 115.236.126.254
svn.mail.netease.com	59.111.198.72
svn.n.netease.com	123.58.182.133
svn.hz.netease.com	115.236.126.253, 115.236.126.254
svn.pay.netease.com	220.181.96.66
svn.qa.netease.com	115.236.126.253, 115.236.126.254
svn.sf.netease.com	61.135.218.101
sys.ci.netease.com	115.236.126.253, 115.236.126.254
sys.data.netease.com	59.111.163.13
sys.cloud.netease.com	114.113.199.251
sys.da.netease.com	223.252.199.10
sys.hz.netease.com	115.236.126.253, 115.236.126.254
sys.qa.netease.com	115.236.126.253, 115.236.126.254
sys.sf.netease.com	61.135.218.101
sys.pay.netease.com	220.181.96.66
system.ci.netease.com	115.236.126.253, 115.236.126.254
system.cloud.netease.com	114.113.199.251
system.data.netease.com	59.111.163.13
system.hz.netease.com	115.236.126.253, 115.236.126.254
system.pay.netease.com	220.181.96.66
system.qa.netease.com	115.236.126.253, 115.236.126.254
system.sf.netease.com	61.135.218.101
system.da.netease.com	223.252.199.10
t.cloud.netease.com	114.113.199.251
t.ci.netease.com	115.236.126.253, 115.236.126.254
t.da.netease.com	223.252.199.10
t.data.netease.com	59.111.163.13
t.hz.netease.com	115.236.126.253, 115.236.126.254
t.pay.netease.com	220.181.96.66
t.qa.netease.com	115.236.126.253, 115.236.126.254
t.sf.netease.com	61.135.218.101
test.app.netease.com	123.125.48.80
test.art.netease.com	106.2.33.45
test.bim.netease.com	59.111.110.64
test.ci.netease.com	115.236.126.253, 115.236.126.254
test.data.netease.com	59.111.163.13
test.config.netease.com	123.58.180.16, 123.58.180.17
test.da.netease.com	223.252.199.10
test.cloud.netease.com	114.113.199.251
test.ip.netease.com	123.58.164.103
test.i.netease.com	115.236.126.253, 115.236.126.254
test.kf.netease.com	123.58.180.16, 123.58.180.17
test.hz.netease.com	115.236.126.253, 115.236.126.254
test.login.netease.com	106.2.94.24
test.mon.netease.com	123.58.180.16, 123.58.180.17
test.pay.netease.com	220.181.96.66
test.reports.netease.com	59.111.160.246
test.qa.netease.com	115.236.126.253, 115.236.126.254
test.tc.netease.com	59.111.0.73
test.ssc.netease.com	115.236.126.253, 115.236.126.254
test.sf.netease.com	61.135.218.101
test.stone.netease.com	123.58.180.16, 123.58.180.17
test.vip.netease.com	42.186.125.53
test.ts.netease.com	59.111.160.246
test2.da.netease.com	223.252.199.10
test2.data.netease.com	59.111.163.13
test2.ci.netease.com	115.236.126.253, 115.236.126.254
test2.cloud.netease.com	114.113.199.251
test2.hz.netease.com	115.236.126.253, 115.236.126.254
test2.pay.netease.com	220.181.96.66
test2.qa.netease.com	115.236.126.253, 115.236.126.254
test2.sf.netease.com	61.135.218.101
tool.ci.netease.com	115.236.126.253, 115.236.126.254
tool.data.netease.com	59.111.163.13
tool.cloud.netease.com	114.113.199.251
tool.da.netease.com	223.252.199.10
tool.hz.netease.com	115.236.126.253, 115.236.126.254
tool.popo.netease.com	106.2.69.242
tool.qa.netease.com	115.236.126.253, 115.236.126.254
tool.pay.netease.com	220.181.96.66
tool.sf.netease.com	61.135.218.101
toolbox.ci.netease.com	115.236.126.253, 115.236.126.254
toolbox.da.netease.com	223.252.199.10
toolbox.data.netease.com	59.111.163.13
toolbox.cloud.netease.com	114.113.199.251
toolbox.hz.netease.com	115.236.126.253, 115.236.126.254
toolbox.pay.netease.com	220.181.96.66
toolbox.sf.netease.com	61.135.218.101
toolbox.qa.netease.com	115.236.126.253, 115.236.126.254
u.cloud.netease.com	114.113.199.251
u.ci.netease.com	115.236.126.253, 115.236.126.254
u.data.netease.com	59.111.163.13
u.da.netease.com	223.252.199.10
u.hz.netease.com	115.236.126.253, 115.236.126.254
u.pay.netease.com	220.181.96.66
u.qa.netease.com	115.236.126.253, 115.236.126.254
u.pm.netease.com	59.111.0.58
u.sf.netease.com	61.135.218.101
union.da.netease.com	223.252.199.10
union.data.netease.com	59.111.163.13
union.cloud.netease.com	114.113.199.251
union.ci.netease.com	115.236.126.253, 115.236.126.254
union.cdn.netease.com	101.227.102.164, 121.46.248.88
union.hz.netease.com	115.236.126.253, 115.236.126.254
union.pay.netease.com	220.181.96.66
union.qa.netease.com	115.236.126.253, 115.236.126.254
union.sf.netease.com	61.135.218.101
update.ci.netease.com	115.236.126.253, 115.236.126.254
update.da.netease.com	223.252.199.10
update.data.netease.com	59.111.163.13
update.cloud.netease.com	114.113.199.251
update.hz.netease.com	115.236.126.253, 115.236.126.254
update.pay.netease.com	220.181.96.66
update.qa.netease.com	115.236.126.253, 115.236.126.254
update.sf.netease.com	61.135.218.101
updates.cloud.netease.com	114.113.199.251
updates.da.netease.com	223.252.199.10
updates.data.netease.com	59.111.163.13
updates.hz.netease.com	115.236.126.253, 115.236.126.254
updates.ci.netease.com	115.236.126.253, 115.236.126.254
updates.pay.netease.com	220.181.96.66
updates.qa.netease.com	115.236.126.253, 115.236.126.254
updates.sf.netease.com	61.135.218.101
upgrade.cloud.netease.com	114.113.199.251
upgrade.ci.netease.com	115.236.126.253, 115.236.126.254
upgrade.da.netease.com	223.252.199.10
upgrade.hz.netease.com	115.236.126.253, 115.236.126.254
upgrade.data.netease.com	59.111.163.13
upgrade.pay.netease.com	220.181.96.66
upgrade.qa.netease.com	115.236.126.253, 115.236.126.254
upgrade.sf.netease.com	61.135.218.101
upload.cloud.netease.com	114.113.199.251
upload.da.netease.com	223.252.199.10
upload.data.netease.com	59.111.163.13
upload.ci.netease.com	115.236.126.253, 115.236.126.254
upload.hz.netease.com	115.236.126.253, 115.236.126.254
upload.qa.netease.com	115.236.126.253, 115.236.126.254
upload.pay.netease.com	220.181.96.66
upload.sf.netease.com	61.135.218.101
user.data.netease.com	59.111.163.13
user.ci.netease.com	115.236.126.253, 115.236.126.254
user.cloud.netease.com	114.113.199.251
user.da.netease.com	223.252.199.10
user.hz.netease.com	115.236.126.253, 115.236.126.254
user.pay.netease.com	220.181.96.66
user.qa.netease.com	115.236.126.253, 115.236.126.254
user.sf.netease.com	61.135.218.101
v.cms.netease.com	180.101.30.95, 183.134.14.149, 61.147.228.251
v.ci.netease.com	115.236.126.253, 115.236.126.254
v.ai.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.data.netease.com	59.111.163.13
v.cc.netease.com	45.124.126.213
v.cloud.netease.com	114.113.199.251
v.dj.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.di.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.da.netease.com	223.252.199.10
v.dt.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.hz.netease.com	115.236.126.253, 115.236.126.254
v.game.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.fc.netease.com	180.101.30.95, 183.134.14.149, 61.147.228.251
v.em.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.ff.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.jl.netease.com	180.101.30.95, 183.134.14.149, 61.147.228.251
v.f.netease.com	180.101.30.95, 183.134.14.149, 61.147.228.251
v.kf.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.mail.netease.com	14.29.82.125
v.lj.netease.com	101.227.97.253, 106.122.250.48, 113.219.132.65, 118.123.251.253, 124.225.168.59, 14.119.124.126, 223.151.245.54
v.lm.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.long.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.ma.netease.com	180.101.30.95, 183.134.14.149, 61.147.228.251
v.nc.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.mc.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.sf.netease.com	61.135.218.101
v.n.netease.com	180.101.30.95, 183.134.14.149, 61.147.228.251
v.pk.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.ppp.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.my.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.pay.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.qa.netease.com	115.236.126.253, 115.236.126.254
v.sm.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.pt.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.rz.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.sj.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.stone.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.sq.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.star.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.tj.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.wj.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.x2.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.xc.netease.com	180.101.30.95, 183.134.14.149, 61.147.228.251
v.ux.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.tx.netease.com	180.101.30.95, 183.134.14.149, 61.147.228.251
v.wh.netease.com	122.228.24.174, 183.134.12.71, 183.60.151.149, 183.60.151.155, 27.155.72.248, 27.155.73.43
v.yj.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.wf.netease.com	180.101.30.95, 183.134.14.149, 61.147.228.251
v.yx.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.zs.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.zzz.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.z.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.zh.netease.com	101.227.97.253, 106.122.250.48, 113.219.132.65, 118.123.251.253, 124.225.168.59, 14.119.124.126, 223.151.245.54
v.zy.netease.com	180.101.30.95, 183.134.14.149, 61.147.228.251
v.zd.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.zm.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
vip.cc.netease.com	101.227.97.200, 101.227.98.143, 121.46.248.77
v.zq.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
v.zg.netease.com	101.227.97.253, 106.225.201.47, 114.236.88.165
vip.ci.netease.com	115.236.126.253, 115.236.126.254
vip.cloud.netease.com	114.113.199.251
vip.da.netease.com	223.252.199.10
vip.data.netease.com	59.111.163.13
vip.hz.netease.com	115.236.126.253, 115.236.126.254
vip.mail.netease.com	123.58.177.183
vip.sf.netease.com	61.135.218.101
vip.qa.netease.com	115.236.126.253, 115.236.126.254
vip.pay.netease.com	220.181.96.66
vote.cloud.netease.com	114.113.199.251
vote.da.netease.com	223.252.199.10
vote.ci.netease.com	115.236.126.253, 115.236.126.254
vote.data.netease.com	59.111.163.13
vote.hz.netease.com	115.236.126.253, 115.236.126.254
vote.pay.netease.com	220.181.96.66
vote.qa.netease.com	115.236.126.253, 115.236.126.254
vote.sf.netease.com	61.135.218.101
vpn.ci.netease.com	115.236.126.253, 115.236.126.254
vpn.data.netease.com	59.111.163.13
vpn.da.netease.com	223.252.199.10
vpn.hz.netease.com	115.236.126.253, 115.236.126.254
vpn.mail.netease.com	59.111.198.73
vpn.pay.netease.com	220.181.96.66
vpn.sf.netease.com	61.135.218.101
vpn.qa.netease.com	115.236.126.253, 115.236.126.254
w.ci.netease.com	115.236.126.253, 115.236.126.254
w.cloud.netease.com	114.113.199.251
w.data.netease.com	59.111.163.13
w.da.netease.com	223.252.199.10
w.hz.netease.com	115.236.126.253, 115.236.126.254
w.qa.netease.com	115.236.126.253, 115.236.126.254
w.pay.netease.com	220.181.96.66
w.sf.netease.com	61.135.218.101
wap.cloud.netease.com	114.113.199.251
wap.data.netease.com	59.111.163.13
wap.da.netease.com	223.252.199.10
wap.ci.netease.com	115.236.126.253, 115.236.126.254
wap.pay.netease.com	220.181.96.66
wap.qa.netease.com	115.236.126.253, 115.236.126.254
wap.hz.netease.com	115.236.126.253, 115.236.126.254
wap.sf.netease.com	61.135.218.101
web.ci.netease.com	115.236.126.253, 115.236.126.254
web.cloud.netease.com	114.113.199.251
web.da.netease.com	59.111.181.40
web.game.netease.com	123.125.48.99
web.hz.netease.com	115.236.126.253, 115.236.126.254
web.data.netease.com	59.111.163.13
web.my.netease.com	101.227.102.164, 121.46.248.88
web.pay.netease.com	220.181.96.66
web.qa.netease.com	115.236.126.253, 115.236.126.254
web.sf.netease.com	61.135.218.101
web.pm.netease.com	59.111.0.58
webht.ci.netease.com	115.236.126.253, 115.236.126.254
webht.da.netease.com	223.252.199.10
webht.data.netease.com	59.111.163.13
webht.hz.netease.com	115.236.126.253, 115.236.126.254
webht.cloud.netease.com	114.113.199.251
webht.pay.netease.com	220.181.96.66
webht.qa.netease.com	115.236.126.253, 115.236.126.254
webht.sf.netease.com	61.135.218.101
wechat.ci.netease.com	115.236.126.253, 115.236.126.254
wechat.cloud.netease.com	114.113.199.251
wechat.da.netease.com	223.252.199.10
wechat.hz.netease.com	115.236.126.253, 115.236.126.254
wechat.data.netease.com	59.111.163.13
wechat.pay.netease.com	220.181.96.66
wechat.qa.netease.com	115.236.126.253, 115.236.126.254
wechat.sf.netease.com	61.135.218.101
wechat.yx.netease.com	106.2.66.44
wei.ci.netease.com	115.236.126.253, 115.236.126.254
wei.da.netease.com	223.252.199.10
wei.cloud.netease.com	114.113.199.251
wei.data.netease.com	59.111.163.13
wei.hz.netease.com	115.236.126.253, 115.236.126.254
wei.sf.netease.com	61.135.218.101
wei.qa.netease.com	115.236.126.253, 115.236.126.254
wei.pay.netease.com	220.181.96.66
weixin.cloud.netease.com	114.113.199.251
weixin.data.netease.com	59.111.163.13
weixin.ci.netease.com	115.236.126.253, 115.236.126.254
weixin.da.netease.com	223.252.199.10
weixin.hz.netease.com	115.236.126.253, 115.236.126.254
weixin.qa.netease.com	115.236.126.253, 115.236.126.254
weixin.sf.netease.com	61.135.218.101
weixin.pay.netease.com	220.181.96.66
wiki.cloud.netease.com	114.113.199.251
wiki.data.netease.com	59.111.163.13
wiki.ci.netease.com	115.236.126.253, 115.236.126.254
wiki.hz.netease.com	115.236.126.253, 115.236.126.254
wiki.da.netease.com	223.252.199.10
wiki.mail.netease.com	59.111.198.72
wiki.qa.netease.com	115.236.126.253, 115.236.126.254
wiki.pay.netease.com	220.181.96.66
wiki.sh.netease.com	211.144.205.2
wiki.sf.netease.com	61.135.218.101
www.ci.netease.com	115.236.126.253, 115.236.126.254
www.cloud.netease.com	114.113.199.251
www.hz.netease.com	115.236.126.253, 115.236.126.254
www.data.netease.com	59.111.163.13
www.pay.netease.com	220.181.96.66
www.qa.netease.com	115.236.126.253, 115.236.126.254
www.sf.netease.com	61.135.218.101
wx.cloud.netease.com	114.113.199.251
wx.data.netease.com	59.111.163.13
wx.da.netease.com	223.252.199.10
wx.ci.netease.com	115.236.126.253, 115.236.126.254
wx.hz.netease.com	115.236.126.253, 115.236.126.254
www.da.netease.com	223.252.199.10
wx.pay.netease.com	220.181.96.66
wx.qa.netease.com	115.236.126.253, 115.236.126.254
wx.tc.netease.com	59.111.0.51
x.cloud.netease.com	114.113.199.251
x.da.netease.com	223.252.199.10
x.data.netease.com	59.111.163.13
x.ci.netease.com	115.236.126.253, 115.236.126.254
x.hz.netease.com	115.236.126.253, 115.236.126.254
x.qa.netease.com	115.236.126.253, 115.236.126.254
x.pay.netease.com	220.181.96.66
x.sf.netease.com	61.135.218.101
xml.da.netease.com	223.252.199.10
xml.cloud.netease.com	114.113.199.251
xml.data.netease.com	59.111.163.13
xml.hz.netease.com	115.236.126.253, 115.236.126.254
xml.pay.netease.com	220.181.96.66
xml.ci.netease.com	115.236.126.253, 115.236.126.254
xml.qa.netease.com	115.236.126.253, 115.236.126.254
xml.sf.netease.com	61.135.218.101
y.ci.netease.com	115.236.126.253, 115.236.126.254
y.data.netease.com	59.111.163.13
y.da.netease.com	223.252.199.10
y.cloud.netease.com	114.113.199.251
y.hz.netease.com	115.236.126.253, 115.236.126.254
y.pay.netease.com	220.181.96.66
y.qa.netease.com	115.236.126.253, 115.236.126.254
y.sf.netease.com	61.135.218.101
z.da.netease.com	223.252.199.10
z.cloud.netease.com	114.113.199.251
z.data.netease.com	59.111.163.13
z.ci.netease.com	115.236.126.253, 115.236.126.254
z.pay.netease.com	220.181.96.66
z.qa.netease.com	115.236.126.253, 115.236.126.254
z.sf.netease.com	61.135.218.101
zabbix.cloud.netease.com	114.113.199.251
zabbix.da.netease.com	223.252.199.10
zabbix.data.netease.com	59.111.163.13
zabbix.ci.netease.com	115.236.126.253, 115.236.126.254
zabbix.hz.netease.com	115.236.126.253, 115.236.126.254
zabbix.pay.netease.com	220.181.96.66
zabbix.qa.netease.com	115.236.126.253, 115.236.126.254
zabbix.sf.netease.com	61.135.218.101
zhidao.ci.netease.com	115.236.126.253, 115.236.126.254
zhidao.cloud.netease.com	114.113.199.251
zhidao.data.netease.com	59.111.163.13
zhidao.da.netease.com	223.252.199.10
zhidao.hz.netease.com	115.236.126.253, 115.236.126.254
zhidao.qa.netease.com	115.236.126.253, 115.236.126.254
zhidao.sf.netease.com	61.135.218.101
zhidao.pay.netease.com	220.181.96.66
zimbra.ci.netease.com	115.236.126.253, 115.236.126.254
zimbra.cloud.netease.com	114.113.199.251
zimbra.data.netease.com	59.111.163.13
zimbra.da.netease.com	223.252.199.10
zimbra.hz.netease.com	115.236.126.253, 115.236.126.254
zimbra.qa.netease.com	115.236.126.253, 115.236.126.254
zimbra.sf.netease.com	61.135.218.101
zimbra.pay.netease.com	220.181.96.66
zip.ci.netease.com	115.236.126.253, 115.236.126.254
zip.cloud.netease.com	114.113.199.251
zip.data.netease.com	59.111.163.13
zip.hz.netease.com	115.236.126.253, 115.236.126.254
zip.da.netease.com	223.252.199.10
zip.pay.netease.com	220.181.96.66
zip.qa.netease.com	115.236.126.253, 115.236.126.254
zip.sf.netease.com	61.135.218.101
